frequency_hz,reactance_ohm,true_glucose_mg_dl,source
783.6418966217519,9804.86941176471,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
805.1602998770538,9586.450588235304,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
827.2695874133698,9368.031764705891,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
849.9859846090154,9149.61294117647,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
873.3261623828438,8931.194117647057,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
897.3072494285638,8712.775294117651,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
921.9468447849993,8494.356470588238,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
947.2630307515245,8275.937647058825,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
973.2743861581505,8057.518823529419,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1000.0,7839.100000000006,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1027.45948544618,7620.681176470593,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1055.672994233329,7402.262352941187,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1084.6612314544045,7183.8435294117735,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1114.4454707535624,6965.42470588236,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1145.0475699382812,6747.005882352954,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1176.4899870201853,6528.587058823541,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1208.7957966963427,6310.168235294128,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1241.9887072831295,6091.749411764715,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1276.0930781150919,5873.330588235302,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1311.1339374215643,5654.911764705888,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1347.1370006941845,5436.492941176475,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1384.128689558757,5218.074117647069,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1422.136151165336,4999.655294117656,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1461.1872781107486,4781.2364705882355,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1501.3107289081743,4562.817647058822,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1542.5359490188223,4344.398823529416,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1584.893192461114,4125.980000000003,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1628.41354401325,3907.56117647059,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1673.1289420254443,3689.142352941184,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1719.0722018585745,3470.723529411771,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1766.2770399664428,3252.3047058823577,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1814.7780986393234,3033.8858823529445,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1864.6109714269562,2815.4670588235385,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1915.8122292596424,2597.0482352941253,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
1968.4194472866113,2378.629411764712,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2022.4712324513557,2160.210588235306,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2078.007251824172,1941.791764705893,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2135.068261712694,1723.3729411764798,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2193.6961375717947,1504.9541176470739,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2253.933904734791,1286.5352941176534,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2315.825769988508,1068.1164705882402,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2379.417154015396,849.697647058827,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2444.754724726473,631.2788235294211,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2511.88643150958,412.86000000000786,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2580.861540418074,194.44117647059466,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2651.7306703257927,-23.977647058818548,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2724.5458300747932,-242.39647058823175,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2799.3604566431823,-460.81529411764495,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2876.229454360988,-679.2341176470582,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
2955.209235202888,-897.6529411764641,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
3036.3577601873585,-1116.0717647058773,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
3119.734581912619,-1334.4905882352905,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
3205.400888260593,-1552.9094117646964,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
3293.4195473009577,-1771.3282352941096,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
3383.8551534282333,-1989.7470588235228,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
3476.774074765777,-2208.165882352936,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
3572.2445018714643,-2426.584705882349,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
3670.3364977808005,-2645.003529411748,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
3771.1220494241957,-2863.422352941161,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
3874.6751204561283,-3081.8411764705743,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
3981.0717055349733,-3300.260000000002,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
4090.38988609331,-3518.6788235294007,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
4202.709887639691,-3737.097647058814,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
4318.11413863385,-3955.516470588227,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
4436.6873309786115,-4173.93529411764,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
4558.5164821728695,-4392.3541176470535,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
4683.690999171273,-4610.772941176467,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
4812.30274399742,-4829.19176470588,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
4944.44610115883,-5047.610588235293,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
5080.218046913023,-5266.029411764706,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
5219.718220435652,-5484.4482352941195,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
5363.048996942865,-5702.867058823518,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
5510.315562821569,-5921.285882352931,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
5661.625992822727,-6139.704705882345,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
5817.091329374358,-6358.123529411758,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
5976.825664072413,-6576.542352941171,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
6140.946221409365,-6794.961176470584,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
6309.57344480193,-7013.379999999983,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
6482.831084981072,-7231.798823529396,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
6660.846290809154,-7450.217647058809,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
6843.749702590871,-7668.636470588222,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
7031.675547946464,-7887.055294117636,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
7224.761740317567,-8105.474117647049,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
7423.1499801779355,-8323.892941176462,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
7626.9858590234435,-8542.311764705875,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
7836.4189662175195,-8760.730588235288,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
8051.602998770539,-8979.149411764702,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
8272.695874133706,-9197.568235294115,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
8499.859846090154,-9415.987058823528,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
8733.261623828437,-9634.405882352941,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
8973.072494285638,-9852.824705882354,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
9219.468447849993,-10071.243529411753,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
9472.630307515245,-10289.662352941166,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
9732.743861581504,-10508.08117647058,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
10000.0,-10726.499999999993,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
10274.5948544618,-10944.918823529406,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
10556.729942333292,-11163.33764705882,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
10846.612314544045,-11381.756470588232,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
11144.454707535624,-11600.175294117631,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
11450.475699382812,-11818.594117647044,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
11764.899870201853,-12037.012941176457,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
12087.957966963426,-12255.43176470587,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
12419.887072831294,-12473.850588235284,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
12760.930781150906,-12692.269411764697,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
13111.33937421563,-12910.688235294096,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
13471.370006941832,-13129.107058823509,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
13841.286895587558,-13347.525882352922,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
14221.361511653347,-13565.944705882335,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
14611.872781107457,-13784.363529411748,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
15013.107289081712,-14002.782352941162,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
15425.359490188192,-14221.201176470575,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
15848.93192461114,-14439.620000000003,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
16284.135440132499,-14658.038823529401,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
16731.28942025444,-14876.457647058814,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
17190.722018585748,-15094.876470588228,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
17662.770399664427,-15313.29529411764,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
18147.780986393234,-15531.714117647054,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
18646.10971426956,-15750.132941176467,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
19158.122292596425,-15968.551764705866,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
19684.19447286611,-16186.97058823528,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
20224.71232451356,-16405.389411764692,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
20780.072518241715,-16623.808235294106,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
21350.682617126986,-16842.227058823533,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
21936.961375717994,-17060.645882352947,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
22539.339047347934,-17279.06470588236,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
23158.257699885104,-17497.483529411773,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
23794.171540153984,-17715.90235294117,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
24447.547247264756,-17934.321176470585,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
25118.864315095823,-18152.739999999998,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
25808.615404180768,-18371.15882352941,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
26517.306703257927,-18589.577647058824,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
27245.45830074793,-18807.996470588238,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
27993.604566431826,-19026.415294117636,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
28762.294543609878,-19244.83411764705,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
29552.092352028878,-19463.252941176463,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
30363.577601873585,-19681.671764705876,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
