raman_shift_cm^-1,intensity_raw,baseline_true,true_glucose_mg_dl
868,0.5726080840475513,0.5297292022610447,150.0
870,0.5458544874744187,0.5331761070280584,150.0
872,0.4961371753529381,0.5366400270860903,150.0
874,0.5438500453518598,0.5401209590564712,150.0
876,0.5303831702764077,0.5436188995717754,150.0
878,0.564182511971708,0.5471338452757835,150.0
880,0.5348153780547903,0.5506657928234443,150.0
882,0.5519200100515009,0.5542147388808389,150.0
884,0.5678804257047517,0.5577806801251426,150.0
886,0.5786787171279906,0.5613636132445882,150.0
888,0.5409576067973141,0.5649635349384297,150.0
890,0.561890417200086,0.568580441916905,150.0
892,0.5627154246779807,0.5722143309011999,150.0
894,0.5627986139719366,0.5758651986234109,150.0
896,0.6148421266321318,0.5795330418265099,150.0
898,0.5913174914835263,0.5832178572643072,150.0
900,0.5617019626147147,0.5869196417014156,150.0
902,0.6089956308543106,0.5906383919132151,150.0
904,0.6368172286260685,0.5943741046858159,150.0
906,0.6187760820270467,0.5981267768160238,150.0
908,0.5715090057922236,0.6018964051113039,150.0
910,0.5959983049324202,0.6056829863897453,150.0
912,0.6348247404637586,0.6094865174800261,150.0
914,0.599153605909002,0.6133069952213777,150.0
916,0.6260208050264744,0.6171444164635498,150.0
918,0.6364914591353622,0.6209987780667755,150.0
920,0.6063314674701747,0.6248700769017363,150.0
922,0.6275678027282918,0.6287583098495279,150.0
924,0.5678381270002426,0.632663473801624,150.0
926,0.616097812833158,0.6365855656598438,150.0
928,0.635473219308453,0.6405245823363163,150.0
930,0.6195248571141488,0.6444805207534459,150.0
932,0.6811016039225116,0.6484533778438789,150.0
934,0.6238403229912565,0.6524431505504691,150.0
936,0.6476489460923041,0.6564498358262437,150.0
938,0.6630882421800914,0.6604734306343696,150.0
940,0.6933393977294421,0.6645139319481198,150.0
942,0.6398540937272504,0.6685713367508392,150.0
944,0.6959089170790111,0.6726456420359119,150.0
946,0.676941506027119,0.6767368448067272,150.0
948,0.6612147690556872,0.6808449420766463,150.0
950,0.6942120003542348,0.6849699308689694,150.0
952,0.6930930021283722,0.6891118082169028,150.0
954,0.6812662336203493,0.6932705711635252,150.0
956,0.698842258461556,0.6974462167617557,150.0
958,0.693932470137085,0.7016387420743202,150.0
960,0.7081184910787446,0.7058481441737197,150.0
962,0.7233170336326176,0.7100744201421967,150.0
964,0.7460379033946113,0.7143175670717042,150.0
966,0.6938212720873347,0.7185775820638717,150.0
968,0.7655151297230997,0.7228544622299743,150.0
970,0.6881064487004501,0.7271482046909001,150.0
972,0.7284231046764067,0.7314588065771184,150.0
974,0.7475526091583388,0.7357862650286472,150.0
976,0.745750414549723,0.7401305771950224,150.0
978,0.7320377498388534,0.7444917402352653,150.0
980,0.7447073063107063,0.7488697513178517,150.0
982,0.743404588927503,0.7532646076206797,150.0
984,0.7458890111921549,0.7576763063310391,150.0
986,0.7790968865860001,0.7621048446455796,150.0
988,0.7736905294895808,0.7665502197702799,150.0
990,0.7571542370152033,0.7710124289204164,150.0
992,0.793483466829198,0.775491469320533,150.0
994,0.7861333286219413,0.7799873382044091,150.0
996,0.800757275191809,0.7845000328150298,150.0
998,0.8016221272430272,0.7890295504045549,150.0
1000,0.776995988015847,0.7935758882342885,150.0
1002,0.7869354227707088,0.7981390435746483,150.0
1004,0.8176648858076007,0.8027190137051354,150.0
1006,0.819523201222974,0.8073157959143047,150.0
1008,0.8115113556204505,0.8119293874997334,150.0
1010,0.8189063334341681,0.8165597857679925,150.0
1012,0.8467602859503842,0.8212069880346157,150.0
1014,0.8140395638473534,0.8258709916240701,150.0
1016,0.8414937414931271,0.8305517938697263,150.0
1018,0.8312055390651516,0.8352493921138294,150.0
1020,0.8356101596429238,0.8399637837074683,150.0
1022,0.866670503050291,0.8446949660105473,150.0
1024,0.8659512633715166,0.849442936391756,150.0
1026,0.8704778849485536,0.8542076922285409,150.0
1028,0.8850988070501618,0.8589892309070751,150.0
1030,0.8642076266548863,0.863787549822231,150.0
1032,0.8822417058034486,0.8686026463775494,150.0
1034,0.8672291828533426,0.8734345179852118,150.0
1036,0.8847664891157803,0.8782831620660114,150.0
1038,0.8805457149619711,0.8831485760493247,150.0
1040,0.8899706766729367,0.8880307573730823,150.0
1042,0.9048328439924797,0.8929297034837412,150.0
1044,0.8814809981715863,0.8978454118362558,150.0
1046,0.9446256254077589,0.9027778798940496,150.0
1048,0.8876067574989938,0.9077271051289878,150.0
1050,0.8884093127655938,0.9126930850213484,150.0
1052,0.940838034529796,0.9176758170597946,150.0
1054,0.938508552620606,0.9226752987413468,150.0
1056,0.940173923912402,0.9276915275713544,150.0
1058,0.9452914112487848,0.9327245010634688,150.0
1060,0.937529281282868,0.937774216739616,150.0
1062,0.9248955847013732,0.942840672129967,150.0
1064,0.9494399559430536,0.9479238647729136,150.0
1066,0.939480558017874,0.953023792215038,150.0
1068,0.9776428468446536,0.9581404520110868,150.0
1070,0.9603326948745428,0.9632738417239456,150.0
1072,0.951914018478352,0.968423958924608,150.0
1074,0.9671630991166013,0.9735908011921518,150.0
1076,0.9870330542417702,0.9787743661137116,150.0
1078,0.9727003837044336,0.9839746512844506,150.0
1080,0.9727480466189,0.9891916543075352,150.0
1082,0.999301827868627,0.9944253727941078,150.0
1084,1.004583823635686,0.9996758043632608,150.0
1086,0.9948304242364222,1.004942946642009,150.0
1088,1.0008815872415668,1.0102267972652648,150.0
1090,1.0203733833337665,1.0155273538758105,150.0
1092,0.992409286577126,1.020844614124273,150.0
1094,0.9993076790263976,1.0261785756690975,150.0
1096,1.0200976685108318,1.031529236176521,150.0
1098,1.0390125769118927,1.036896593320547,150.0
1100,1.0616291054336746,1.0422806447829196,150.0
1102,1.1027336312475953,1.0476813882530969,150.0
1104,1.1172690025749414,1.053098821428227,150.0
1106,1.137202441874646,1.0585329420131204,150.0
1108,1.1984656547618793,1.063983747720226,150.0
1110,1.2595746465938773,1.0694512362696056,150.0
1112,1.3844365814129036,1.0749354053889069,150.0
1114,1.506876285528247,1.0804362528133409,150.0
1116,1.6627410602096642,1.085953776285654,150.0
1118,1.7869314902438669,1.0914879735561054,150.0
1120,1.948299916140961,1.0970388423824404,150.0
1122,2.072774949697596,1.102606380529866,150.0
1124,2.0991068261131987,1.1081905857710264,150.0
1126,2.114917133639266,1.1137914558859774,150.0
1128,2.072725659404064,1.1194089886621632,150.0
1130,1.9578929159303708,1.1250431818943898,150.0
1132,1.8471640185798188,1.1306940333848028,150.0
1134,1.7069463016757451,1.136361540942861,150.0
1136,1.5762124298495976,1.1420457023853123,150.0
1138,1.442157758602907,1.147746515536172,150.0
1140,1.3641281793289008,1.1534639782266942,150.0
1142,1.3040202853199676,1.1591980882953516,150.0
1144,1.2758399862045051,1.16494884358781,150.0
1146,1.236918647161282,1.1707162419569035,150.0
1148,1.2451090490683512,1.1765002812626126,150.0
1150,1.1800843174530715,1.182300959372038,150.0
1152,1.2119496135193757,1.1881182741593794,150.0
1154,1.2005563803800368,1.19395222350591,150.0
1156,1.2448772428091386,1.199802805299954,150.0
1158,1.1900304110125592,1.2056700174368629,150.0
1160,1.1949644516861797,1.2115538578189915,150.0
1162,1.205542027535464,1.217454324355676,150.0
1164,1.1809198415788482,1.223371414963209,150.0
1166,1.2187987149814523,1.2293051275648168,150.0
1168,1.220075517704246,1.235255460090639,150.0
1170,1.244231086429918,1.2412224104777003,150.0
1172,1.2540413196614988,1.247205976669893,150.0
1174,1.2907296324448143,1.2532061566179504,150.0
1176,1.2782314398006556,1.2592229482794253,150.0
1178,1.2537182799950144,1.265256349618668,150.0
1180,1.2533380659604751,1.2713063586068023,150.0
1182,1.287211356817046,1.2773729732217045,150.0
1184,1.2570515273406444,1.2834561914479787,150.0
1186,1.32618518660029,1.2895560112769373,150.0
1188,1.319261233122125,1.2956724307065763,150.0
1190,1.2924219346996506,1.3018054477415544,150.0
1192,1.273692369811383,1.30795506039317,150.0
1194,1.3411987141626525,1.3141212666793396,150.0
1196,1.318013267719524,1.3203040646245756,150.0
1198,1.3512597784994338,1.3265034522599646,150.0
1200,1.300830874447258,1.332719427623145,150.0
1202,1.3269644882992109,1.3389519887582864,150.0
1204,1.3453060077104289,1.3452011337160652,150.0
1206,1.3524064724289413,1.3514668605536464,150.0
1208,1.348747857905075,1.3577491673346596,150.0
1210,1.3765050507761285,1.3640480521291782,150.0
1212,1.3490111044260464,1.3703635130136984,150.0
1214,1.3738479583706913,1.3766955480711172,150.0
1216,1.385450068024949,1.3830441553907111,150.0
1218,1.3996981097492902,1.3894093330681152,150.0
1220,1.4100233767670796,1.395791079205302,150.0
1222,1.3796965500738023,1.40218939191056,150.0
1224,1.3779219858837608,1.4086042692984733,150.0
1226,1.4405892459278702,1.4150357094899,150.0
1228,1.4281299908515432,1.4214837106119511,150.0
1230,1.4129785400668404,1.4279482707979716,150.0
1232,1.465452427697967,1.4344293881875163,150.0
1234,1.4432405536121908,1.4409270609263336,150.0
1236,1.4710272308476164,1.44744128716634,150.0
1238,1.4553224346938056,1.4539720650656034,150.0
1240,1.501734351285961,1.460519392788321,150.0
1242,1.5021900853536636,1.4670832685047994,150.0
1244,1.4686844074218524,1.4736636903914335,150.0
1246,1.4996920756497747,1.4802606566306875,150.0
1248,1.4997816844027756,1.4868741654110726,150.0
1250,1.5208768460777766,1.4935042149271296,150.0
1252,1.4808523341678053,1.500150803379407,150.0
1254,1.5205349581744108,1.506813928974442,150.0
1256,1.5346620796617303,1.5134935899247386,150.0
1258,1.4850149947202886,1.5201897844487509,150.0
1260,1.5032373405175448,1.5269025107708605,150.0
1262,1.4928471235661562,1.5336317671213582,150.0
1264,1.534989415047533,1.5403775517364242,150.0
1266,1.5614907079740277,1.5471398628581083,150.0
1268,1.5839658397762306,1.55391869873431,150.0
1270,1.5621959532271563,1.5607140576187597,150.0
1272,1.6000982486824338,1.5675259377709985,150.0
1274,1.5467523082921244,1.5743543374563609,150.0
1276,1.547131606159221,1.5811992549459517,150.0
1278,1.5869497345408357,1.5880606885166313,150.0
1280,1.602619945441376,1.5949386364509923,150.0
1282,1.6011792021350142,1.6018330970373449,150.0
1284,1.5673952268581937,1.6087440685696923,150.0
1286,1.6138891498870398,1.6156715493477185,150.0
1288,1.596526153447556,1.6226155376767624,150.0
1290,1.6429695066231988,1.6295760318678043,150.0
1292,1.6438850876928404,1.6365530302374456,150.0
1294,1.6247492760417657,1.6435465311078876,150.0
1296,1.6402803809349225,1.650556532806917,150.0
1298,1.6364026726221774,1.657583033667884,150.0
1300,1.663384636440727,1.664626032029686,150.0
1302,1.690824310526385,1.6716855262367472,150.0
1304,1.6591472576921722,1.678761514639002,150.0
1306,1.6961995633801763,1.6858539955918757,150.0
1308,1.6830186175895818,1.6929629674562658,150.0
1310,1.6857919828196473,1.7000884285985252,150.0
1312,1.7085783936280756,1.707230377390443,150.0
1314,1.7010598854839425,1.714388812209226,150.0
1316,1.725244147734908,1.721563731437482,150.0
1318,1.7327154349211775,1.7287551334632012,150.0
1320,1.82523633493911,1.7359630166797375,150.0
1322,1.828538121371012,1.7431873794857926,150.0
1324,1.8720573543398111,1.7504282202853956,150.0
1326,1.9675452076726785,1.7576855374878873,150.0
1328,2.057521632502932,1.7649593295079014,150.0
1330,2.167787827243428,1.7722495947653487,150.0
1332,2.3051752171009494,1.7795563316853964,150.0
1334,2.425337583212492,1.7868795386984535,150.0
1336,2.499617110798153,1.794219214240153,150.0
1338,2.568179652358973,1.8015753567513315,150.0
1340,2.603446930734983,1.808947964678016,150.0
1342,2.5484192735972275,1.816337036471404,150.0
1344,2.509446668854088,1.823742570587848,150.0
1346,2.4818099411508183,1.831164565488836,150.0
1348,2.384837925325687,1.8386030196409768,150.0
1350,2.2410348351935983,1.8460579315159815,150.0
1352,2.159869302840611,1.8535292995906485,150.0
1354,2.0728221974078203,1.8610171223468424,150.0
1356,2.0657226586548547,1.8685213982714823,150.0
1358,1.983079094930997,1.8760421258565207,150.0
1360,1.9309997673703605,1.883579303598931,150.0
1362,1.8999399804984296,1.891132930000685,150.0
1364,1.88132747956796,1.898703003568742,150.0
1366,1.917734715255477,1.906289522815029,150.0
1368,1.9022540947874629,1.913892486256425,150.0
1370,1.8946278290891607,1.9215118924147447,150.0
1372,1.9168770846326373,1.929147739816723,150.0
1374,1.9154337043996503,1.936800026993995,150.0
1376,1.978311849164416,1.9444687524830837,150.0
1378,1.969822647843984,1.952153914825382,150.0
1380,1.9597082460973088,1.959855512567137,150.0
1382,1.9971763364293065,1.9675735442594335,150.0
1384,1.9768565610858704,1.9753080084581784,150.0
1386,1.9658335603579429,1.9830589037240829,150.0
1388,2.0212888027014992,1.990826228622648,150.0
1390,2.0093882063766384,1.9986099817241507,150.0
1392,1.985665244297992,2.006410161603623,150.0
1394,2.010419994608792,2.0142267668408405,150.0
1396,2.004547431242187,2.022059796020304,150.0
1398,2.0022532531730928,2.0299092477312257,150.0
1400,2.0562986715384404,2.0377751205675123,150.0
1402,2.083845745983952,2.045657413127749,150.0
1404,2.02558477275615,2.053556124015186,150.0
1406,2.072730637568776,2.06147125183772,150.0
1408,2.056389948161123,2.069402795207881,150.0
1410,2.067608262901621,2.0773507527428183,150.0
1412,2.0734673139795943,2.0853151230642784,150.0
1414,2.0760163449003204,2.0932959047985977,150.0
1416,2.102264418991634,2.101293096576684,150.0
1418,2.092690626749832,2.109306697033998,150.0
1420,2.122754981093522,2.1173367048105467,150.0
1422,2.124405309771585,2.125383118550858,150.0
1424,2.128742173951554,2.1334459369039718,150.0
1426,2.1235723633910504,2.1415251585234243,150.0
1428,2.13858095733144,2.149620782067233,150.0
1430,2.174011388864172,2.15773280619788,150.0
1432,2.178496040912329,2.1658612295822985,150.0
1434,2.159986885788216,2.174006050891859,150.0
1436,2.1952189667142137,2.182167268802352,150.0
1438,2.226311018943726,2.1903448819939757,150.0
1440,2.2026348952296755,2.19853888915132,150.0
1442,2.281100595945288,2.2067492889633504,150.0
1444,2.303441338105183,2.2149760801233995,150.0
1446,2.3888162886785875,2.223219261329144,150.0
1448,2.437320296143381,2.2314788312825966,150.0
1450,2.503625365028357,2.2397547886900893,150.0
1452,2.600497947065608,2.2480471322622577,150.0
1454,2.7247984773820764,2.25635586071403,150.0
1456,2.806881362431698,2.26468097276461,150.0
1458,2.8385266299507768,2.273022467137464,150.0
1460,2.8941521917358526,2.281380342560305,150.0
1462,2.840114691835104,2.2897545977650817,150.0
1464,2.833829575147674,2.298145231487962,150.0
1466,2.749812836208889,2.3065522424693192,150.0
1468,2.686940570858689,2.314975629453719,150.0
1470,2.6243315829677907,2.3234153911899043,150.0
1472,2.535769907116737,2.331871526430781,150.0
1474,2.486837977026392,2.340344033933408,150.0
1476,2.470676501803967,2.348832912458977,150.0
1478,2.409284426516681,2.3573381607728057,150.0
1480,2.420057731586403,2.365859777644317,150.0
1482,2.372742019236194,2.3743977618470318,150.0
1484,2.4046132475201323,2.382952112158549,150.0
1486,2.4258861395660265,2.3915228273605407,150.0
1488,2.3532934838137254,2.400109906238728,150.0
1490,2.393946200623243,2.408713347582876,150.0
1492,2.4293701946059607,2.417333150186776,150.0
1494,2.422106883235832,2.425969312848234,150.0
1496,2.442119949821392,2.434621834369055,150.0
1498,2.431237963230428,2.4432907135550344,150.0
1500,2.453716884732775,2.4519759492159388,150.0
1502,2.4575669275017096,2.460677540165497,150.0
1504,2.492752016310635,2.469395485221384,150.0
1506,2.483218455566555,2.478129783205212,150.0
1508,2.4936325555841097,2.4868804329425123,150.0
1510,2.4874099117743715,2.4956474332627256,150.0
1512,2.494678662853405,2.504430782999187,150.0
1514,2.504579318229907,2.513230480989116,150.0
1516,2.5299355691381398,2.5220465260736,150.0
1518,2.5224592275258404,2.530878917097582,150.0
1520,2.545523150056477,2.5397276529098507,150.0
1522,2.590100748337537,2.548592732363026,150.0
1524,2.574896648382458,2.5574741543135446,150.0
1526,2.5598514469783398,2.56637191762165,150.0
1528,2.599310299594663,2.575286021151377,150.0
1530,2.576054956310111,2.584216463770541,150.0
1532,2.5524007536471705,2.5931632443507278,150.0
1534,2.581964635548926,2.602126361767274,150.0
1536,2.573689976478745,2.611105814899262,150.0
1538,2.613071332948677,2.620101602629503,150.0
1540,2.6294820914283177,2.629113723844527,150.0
1542,2.671670923680073,2.638142177434568,150.0
1544,2.6537255097688366,2.6471869622935533,150.0
1546,2.651866066742915,2.656248077319092,150.0
1548,2.681913633036132,2.665325521412462,150.0
1550,2.6301965872984376,2.6744192934785955,150.0
1552,2.688241683588241,2.68352939242607,150.0
1554,2.7080731210448343,2.692655817167095,150.0
1556,2.6722268417019044,2.701798566617501,150.0
1558,2.7338327205608635,2.710957639696725,150.0
